original,uniformat,equivalent
Olivier de La Grandville,Olivier de La Grandville,"['Olivier de La Grandville', 'de La Grandville, Olivier']"
Donald McConnell,Donald McConnell,['Donald McConnell']
"Temin, Peter",Peter Temin,"['Temin, Peter', 'Peter Temin']"
Redouane Elkamhi,Redouane Elkamhi,"['Redouane Elkamhi', 'Elkamhi, Redouane']"
Oren Sussman,Oren Sussman,"['Oren Sussman', 'Sussman, Oren']"
"Bauer, Christian",Christian Bauer,"['Bauer, Christian', 'Christian Bauer']"
"Albrecht, James",James Albrecht,"['Albrecht, James', 'James Albrecht']"
"Faulhaber, Gerald R",Gerald R Faulhaber,"['Faulhaber, Gerald R', 'Faulhaber, Gerald R.', 'Gerald R. Faulhaber']"
Karim Abadir,Karim Abadir,['Karim Abadir']
William Leo Silber,William Leo Silber,['William Leo Silber']
Keshav Dogra,Keshav Dogra,['Keshav Dogra']
Joseph French Johnson,Joseph French Johnson,['Joseph French Johnson']
"Musgrave, Richard A",Richard A Musgrave,"['Musgrave, Richard A', 'Musgrave, Richard A.', 'Richard A. Musgrave']"
"Yang, Ting",Ting Yang,"['Yang, Ting']"
"Cheung, Iris",Iris Cheung,"['Cheung, Iris']"
"Marschak, T A",T A Marschak,"['Marschak, T A']"
"Coelho, Philip R P",Philip R P Coelho,"['Coelho, Philip R P']"
"Bish, Robert L",Robert L Bish,"['Bish, Robert L']"
"Archibald, G C",G C Archibald,"['Archibald, G C']"
"Nagakura, Daisuke",Daisuke Nagakura,"['Nagakura, Daisuke']"
"Pizzinga, Adrian",Adrian Pizzinga,"['Pizzinga, Adrian']"
Jaime Casassus,Jaime Casassus,"['Jaime Casassus', 'Casassus, Jaime']"
"Nordblom, Katarina",Katarina Nordblom,"['Nordblom, Katarina']"
Gemma Tetlow,Gemma Tetlow,['Gemma Tetlow']
"Ferraris, Leo",Leo Ferraris,"['Ferraris, Leo']"
"Chang, Fwu-Ranq",Fwu-Ranq Chang,"['Chang, Fwu-Ranq', 'Fwu-Ranq Chang']"
Sarah E. West,Sarah E. West,"['Sarah E. West', 'West, Sarah E.']"
M. Dolores Collado,M. Dolores Collado,"['M. Dolores Collado', 'Dolores Collado, M.']"
"Kwiatkowski, Denis",Denis Kwiatkowski,"['Kwiatkowski, Denis']"
"van Marrewijk, Charles",Charles van Marrewijk,"['van Marrewijk, Charles', 'Van Marrewijk, Charles']"
"Ghosh, Suman",Suman Ghosh,"['Ghosh, Suman', 'Suman Ghosh']"
"Hoitash, Rani",Rani Hoitash,"['Hoitash, Rani']"
Kimberly J. Cornaggia,Kimberly J. Cornaggia,"['Kimberly J. Cornaggia', 'Cornaggia, Kimberly J.']"
Thijs van Rens,Thijs van Rens,"['Thijs van Rens', 'van Rens, Thijs']"
"Hizen, Yoichi",Yoichi Hizen,"['Hizen, Yoichi']"
"Diaz, Antonia",Antonia Diaz,"['Diaz, Antonia', 'Diaz, Antonio']"
"Stilz, Anette",Anette Stilz,"['Stilz, Anette']"
R. Robert Russell,R. Robert Russell,"['R. Robert Russell', 'Russell, R Robert', 'Russell, R. Robert', 'Robert Russell, R.']"
"Yates, Andrew J.",Andrew J. Yates,"['Yates, Andrew J.', 'Andrew J. Yates']"
Simon Loertscher,Simon Loertscher,"['Simon Loertscher', 'Loertscher, Simon']"
"Cingano, Federico",Federico Cingano,"['Cingano, Federico', 'Federico Cingano']"
"Gray, Malcolm R",Malcolm R Gray,"['Gray, Malcolm R']"
"Speight, Alan E H",Alan E H Speight,"['Speight, Alan E H']"
Ufuk Akcigit,Ufuk Akcigit,"['Ufuk Akcigit', 'Akcigit, Ufuk']"
"Kanwar, Sunil",Sunil Kanwar,"['Kanwar, Sunil']"
"Sánchez-Pagés, Santiago",Santiago Sánchez-Pagés,"['Sánchez-Pagés, Santiago', 'Santiago Sánchez-Pagés']"
"Schink, George R",George R Schink,"['Schink, George R']"
"Gebhardt, William R.",William R. Gebhardt,"['Gebhardt, William R.']"
Herwig Immervoll,Herwig Immervoll,"['Herwig Immervoll', 'Immervoll, Herwig']"
Jaewoo Ryoo,Jaewoo Ryoo,['Jaewoo Ryoo']
Nils-Henrik M von der Fehr,Nils-Henrik M von der Fehr,"['Nils-Henrik M von der Fehr', 'Nils-Henrik M. von der Fehr', 'Nils?Henrik M von der Fehr', 'von der Fehr, Nils-Henrik M.']"
"Curi, Claudia",Claudia Curi,"['Curi, Claudia']"
Joseph E. Harrington,Joseph E. Harrington,"['Joseph E. Harrington', 'Harrington, Joseph E, Jr', 'Harrington, Joseph Jr.']"
"Karaka?, O?uzhan",O?uzhan Karaka?,"['Karaka?, O?uzhan', 'O?uzhan Karaka?', 'O?uzhan Karaka?']"
"Callen, Jeffrey L",Jeffrey L Callen,"['Callen, Jeffrey L', 'Callen, Jeffrey L.']"
"Iyigun, Murat F.",Murat F. Iyigun,"['Iyigun, Murat F.', 'Murat F. Iyigun', 'Iyigun, Murat F']"
"McInerney, Melissa",Melissa McInerney,"['McInerney, Melissa', 'Melissa McInerney']"
Ragnar Nymoen,Ragnar Nymoen,"['Ragnar Nymoen', 'Nymoen, Ragnar']"
"Noel, Dorian M.",Dorian M. Noel,"['Noel, Dorian M.']"
"Sakai, Yasuhiro",Yasuhiro Sakai,"['Sakai, Yasuhiro']"
"Schimmler, Jorg",Jorg Schimmler,"['Schimmler, Jorg']"
"Dubofsky, David A",David A Dubofsky,"['Dubofsky, David A', 'Dubofsky, David A.']"
Vijay Krishna,Vijay Krishna,"['Vijay Krishna', 'Krishna, Vijay']"
"Hoderlein, Stefan",Stefan Hoderlein,"['Hoderlein, Stefan', 'Stefan Hoderlein']"
"Jacobs, Jane",Jane Jacobs,"['Jacobs, Jane']"
"Morgan, I. G.",I. G. Morgan,"['Morgan, I. G.']"
"Vesterlund, Lise",Lise Vesterlund,"['Vesterlund, Lise', 'Lise Vesterlund']"
Richard Priestley,Richard Priestley,"['Richard Priestley', 'Priestley, Richard']"
Fabio Fornari,Fabio Fornari,['Fabio Fornari']
Oliver Kirchkamp,Oliver Kirchkamp,"['Oliver Kirchkamp', 'Kirchkamp, Oliver']"
Thomas Ferguson,Thomas Ferguson,['Thomas Ferguson']
"Schiller, Bradley R",Bradley R Schiller,"['Schiller, Bradley R']"
"Dutta Roy, Sudipta",Sudipta Dutta Roy,"['Dutta Roy, Sudipta']"
"Sabetti, Leonard",Leonard Sabetti,"['Sabetti, Leonard']"
"Zablotsky, Alexander",Alexander Zablotsky,"['Zablotsky, Alexander']"
Louis Kaplow,Louis Kaplow,"['Louis Kaplow', 'Kaplow, Louis']"
BPEA participants,BPEA participants,['BPEA participants']
"Yu, Haomiao",Haomiao Yu,"['Yu, Haomiao']"
"Mankin, Wyatt",Wyatt Mankin,"['Mankin, Wyatt']"
"Guelfat, Isaac",Isaac Guelfat,"['Guelfat, Isaac']"
"Buchner, Axel",Axel Buchner,"['Buchner, Axel']"
Joseph P. H. Fan,Joseph P. H. Fan,"['Joseph P. H. Fan', 'Fan, Joseph P.H.']"
Konstantinos Serfes,Konstantinos Serfes,"['Konstantinos Serfes', 'Serfes, Konstantinos']"
"Niemann, Stefan",Stefan Niemann,"['Niemann, Stefan', 'Stefan Niemann']"
Yongxiang Wang,Yongxiang Wang,"['Yongxiang Wang', 'Wang, Yongxiang']"
"Mishkin, Frederic",Frederic Mishkin,"['Mishkin, Frederic']"
"Raurich, Xavier",Xavier Raurich,"['Raurich, Xavier', 'Xavier Raurich']"
Howard R. Bowen,Howard R. Bowen,['Howard R. Bowen']
"Cheng, Shijun",Shijun Cheng,"['Cheng, Shijun', 'Shijun Cheng']"
Anand V. Swamy,Anand V. Swamy,"['Anand V. Swamy', 'Swamy, Anand V.']"
"Chattopadhyay, Pradip",Pradip Chattopadhyay,"['Chattopadhyay, Pradip']"
Jeanne Hagenbach,Jeanne Hagenbach,['Jeanne Hagenbach']
Gordon Fraser,Gordon Fraser,['Gordon Fraser']
"Nocera, Giacomo",Giacomo Nocera,"['Nocera, Giacomo']"
"Pyle, David H.",David H. Pyle,"['Pyle, David H.', 'Pyle, David H', 'David H. Pyle']"
"Bonn, Caroline",Caroline Bonn,"['Bonn, Caroline']"
"Nguyen, Daniel X.",Daniel X. Nguyen,"['Nguyen, Daniel X.']"
Paul R. Gregory,Paul R. Gregory,"['Paul R. Gregory', 'Paul M. Gregory', 'Gregory, Paul R']"
K.S.,K.S.,['K.S.']
"Bernhardt, Annette, et al",Annette Bernhardt,"['Bernhardt, Annette, et al']"
"Kako, Toshiyuki",Toshiyuki Kako,"['Kako, Toshiyuki']"
"Kee, H. Chung",H. Chung Kee,"['Kee, H. Chung']"
"Gil-Alana, L. A.",L. A. Gil-Alana,"['Gil-Alana, L. A.', 'Gil-Alana, L.A.']"
Shlomo Yitzhaki,Shlomo Yitzhaki,"['Shlomo Yitzhaki', 'Yitzhaki, Shlomo']"
Quamrul Ashraf,Quamrul Ashraf,['Quamrul Ashraf']
Michael D. Bauer,Michael D. Bauer,['Michael D. Bauer']
Nicholas A. Christakis,Nicholas A. Christakis,['Nicholas A. Christakis']
"Auer, Raphael",Raphael Auer,"['Auer, Raphael']"
"Natale, Piergiovanna",Piergiovanna Natale,"['Natale, Piergiovanna']"
"Szidarovszky, F.",F. Szidarovszky,"['Szidarovszky, F.']"
"Carlin, Wendy",Wendy Carlin,"['Carlin, Wendy', 'Wendy Carlin']"
"Walsh, C E",C E Walsh,"['Walsh, C E']"
Stahl II Dale O.,Stahl II Dale O.,['Stahl II Dale O.']
David A. Alhadeff,David A. Alhadeff,['David A. Alhadeff']
Jeffrey B. Miller,Jeffrey B. Miller,"['Jeffrey B. Miller', 'Miller, Jeffrey B']"
"Hoel, Michael",Michael Hoel,"['Hoel, Michael', 'Michael Hoel']"
"Hakimov, Rustamdjan",Rustamdjan Hakimov,"['Hakimov, Rustamdjan']"
"Speranza, M. Grazia",M. Grazia Speranza,"['Speranza, M. Grazia']"
W. W. Chang,W. W. Chang,['W. W. Chang']
John S. Flemming,John S. Flemming,"['John S. Flemming', 'Flemming, John S', 'Flemming, John S.']"
"Chevillon, Guillaume",Guillaume Chevillon,"['Chevillon, Guillaume']"
"Jordan, Dan J.",Dan J. Jordan,"['Jordan, Dan J.']"
"Bruttel, Lisa",Lisa Bruttel,"['Bruttel, Lisa']"
Andrea Moro,Andrea Moro,"['Andrea Moro', 'Moro, Andrea']"
"McCarthy, Jonathan",Jonathan McCarthy,"['McCarthy, Jonathan']"
"Ellson, Richard Wayne",Richard Wayne Ellson,"['Ellson, Richard Wayne']"
"Hill, P J",P J Hill,"['Hill, P J']"
Lynne G. Zucker,Lynne G. Zucker,"['Lynne G. Zucker', 'Zucker, Lynne G']"
"Pierce, David A.",David A. Pierce,"['Pierce, David A.', 'Pierce, David A', 'Pierce, David A, et al']"
"Mohnen, Pierre A.",Pierre A. Mohnen,"['Mohnen, Pierre A.']"
"Grauer, Robert R.",Robert R. Grauer,"['Grauer, Robert R.', 'Grauer, Robert R', 'Robert R. Grauer']"
"N'Guyen, Godefroy Dang",Godefroy Dang N'Guyen,"[""N'Guyen, Godefroy Dang""]"
"Kahn, Charles",Charles Kahn,"['Kahn, Charles', 'Charles Kahn']"
E. Mammen,E. Mammen,"['E. Mammen', 'Mammen, E.']"
Vladislav Damjanovic,Vladislav Damjanovic,"['Vladislav Damjanovic', 'Damjanovic, Vladislav']"
"Greenland, Andrew",Andrew Greenland,"['Greenland, Andrew']"
"Tsay, Ruey S.",Ruey S. Tsay,"['Tsay, Ruey S.']"
"Wells, Louis T.",Louis T. Wells,"['Wells, Louis T.', 'Louis T. Wells']"
John H. Dales,John H. Dales,['John H. Dales']
"Kehoe, Timothy J",Timothy J Kehoe,"['Kehoe, Timothy J', 'Kehoe, Timothy J.', 'Timothy J. Kehoe']"
"Mulligan, Casey B",Casey B Mulligan,"['Mulligan, Casey B', 'Casey B. Mulligan']"
"Klinov-Malul, Ruth",Ruth Klinov-Malul,"['Klinov-Malul, Ruth']"
"Bettin, Giulia",Giulia Bettin,"['Bettin, Giulia']"
"Wolf, Douglas",Douglas Wolf,"['Wolf, Douglas']"
"Mayeres, Inge",Inge Mayeres,"['Mayeres, Inge']"
"Kryshko, Maxym",Maxym Kryshko,"['Kryshko, Maxym']"
"Laureano, Luís",Luís Laureano,"['Laureano, Luís']"
"Lage, Gerald M",Gerald M Lage,"['Lage, Gerald M']"
"Wittleder, Christian",Christian Wittleder,"['Wittleder, Christian']"
"Blasques, F.",F. Blasques,"['Blasques, F.']"
Paul W. Wilson,Paul W. Wilson,"['Paul W. Wilson', 'Wilson, Paul W.', 'Wilson, Paul W']"
"Barraclough, Solon L",Solon L Barraclough,"['Barraclough, Solon L']"
"Page, Frank Jr.",Frank Jr. Page,"['Page, Frank Jr.']"
"Forsund, Finn R",Finn R Forsund,"['Forsund, Finn R', 'Forsund, Finn R.']"
Simon M. Potter,Simon M. Potter,"['Simon M. Potter', 'Potter, Simon M.']"
"Kwenda, Prudence",Prudence Kwenda,"['Kwenda, Prudence']"
"Ng, Lilian K.",Lilian K. Ng,"['Ng, Lilian K.', 'Ng, Lilian K', 'Lilian K. Ng']"
"Kole, Stacey R",Stacey R Kole,"['Kole, Stacey R', 'Kole, Stacey R.']"
"Marothia, Dinesh K.",Dinesh K. Marothia,"['Marothia, Dinesh K.']"
"Von Pischke, J. D.",J. D. Von Pischke,"['Von Pischke, J. D.']"
Elizabeth Clark-Kauffman,Elizabeth Clark-Kauffman,['Elizabeth Clark-Kauffman']
Reynold M. Sachs,Reynold M. Sachs,['Reynold M. Sachs']
Charles C. Batchelder,Charles C. Batchelder,['Charles C. Batchelder']
"L. Zeger, Scott",Scott L. Zeger,"['L. Zeger, Scott']"
"Harbaugh, William T.",William T. Harbaugh,"['Harbaugh, William T.', 'Harbaugh, William T', 'William T. Harbaugh']"
"Edlefsen, Lee E",Lee E Edlefsen,"['Edlefsen, Lee E']"
Gardner M. Brown,Gardner M. Brown,"['Gardner M. Brown', 'Brown, Gardner M, Jr']"
Jeffrey B. Liebman,Jeffrey B. Liebman,"['Jeffrey B. Liebman', 'Liebman, Jeffrey B.', 'Jeffrey B Liebman']"
"Rousslang, Donald",Donald Rousslang,"['Rousslang, Donald']"
E. J. Mishan,E. J. Mishan,"['E. J. Mishan', 'Mishan, E. J.']"
Emi Nakamura,Emi Nakamura,"['Emi Nakamura', 'Nakamura, Emi']"
"Elliott, Graham",Graham Elliott,"['Elliott, Graham', 'Graham Elliott']"
Jason G. Cummins,Jason G. Cummins,"['Jason G. Cummins', 'Cummins, Jason G.']"
"Yang, Fang",Fang Yang,"['Yang, Fang', 'Fang Yang']"
"Emerick, Kyle",Kyle Emerick,"['Emerick, Kyle', 'Kyle Emerick']"
Gustavo J. Bobonis,Gustavo J. Bobonis,"['Gustavo J. Bobonis', 'Bobonis, Gustavo J.']"
"Morey, Mitchell",Mitchell Morey,"['Morey, Mitchell']"
Raphael A. Auer,Raphael A. Auer,"['Raphael A. Auer', 'A. Auer, Raphael', 'Auer, Raphael A.']"
"Steindl, Frank G",Frank G Steindl,"['Steindl, Frank G', 'Steindl, Frank G.']"
"Barrett, Nancy J",Nancy J Barrett,"['Barrett, Nancy J', 'Barrett, Nancy S']"
"Shaikh, Azeem M.",Azeem M. Shaikh,"['Shaikh, Azeem M.', 'Azeem M. Shaikh']"
"Pacelli, Graziella",Graziella Pacelli,"['Pacelli, Graziella']"
"Welch, Robert L",Robert L Welch,"['Welch, Robert L', 'Welch, Robert L.', 'Robert L. Welch']"
"Chang, Tzu-Pu",Tzu-Pu Chang,"['Chang, Tzu-Pu']"
Raquel Fernandez,Raquel Fernandez,"['Raquel Fernandez', 'Fernandez, Raquel']"
Bernd Schwaab,Bernd Schwaab,"['Bernd Schwaab', 'Schwaab, Bernd']"
"Provopoulos, George A.",George A. Provopoulos,"['Provopoulos, George A.']"
"Behuria, Sutanu",Sutanu Behuria,"['Behuria, Sutanu']"
Monica Brezzi,Monica Brezzi,['Monica Brezzi']
J. B. Heaton,J. B. Heaton,"['J. B. Heaton', 'J.B. Heaton']"
"Kokkelenberg, Edward C",Edward C Kokkelenberg,"['Kokkelenberg, Edward C']"
"Thawornkaiwong, Supachoke",Supachoke Thawornkaiwong,"['Thawornkaiwong, Supachoke']"
"Ahearne, Alan G.",Alan G. Ahearne,"['Ahearne, Alan G.']"
William Samuelson,William Samuelson,"['William Samuelson', 'Samuelson, William']"
"Roberts, Jennifer",Jennifer Roberts,"['Roberts, Jennifer']"
"Baltussen, Guido",Guido Baltussen,"['Baltussen, Guido', 'Guido Baltussen']"
P. G. Wright,P. G. Wright,['P. G. Wright']
Kurt Brännäs,Kurt Brännäs,['Kurt Brännäs']
Meredith J. Beechey,Meredith J. Beechey,"['Meredith J. Beechey', 'Beechey, Meredith J.']"
Herbert E. Dougall,Herbert E. Dougall,['Herbert E. Dougall']
"Grenier, Gilles",Gilles Grenier,"['Grenier, Gilles']"
Louis Siegelman,Louis Siegelman,['Louis Siegelman']
Ian Domowitz,Ian Domowitz,"['Ian Domowitz', 'Domowitz, Ian']"
Wankeun Oh,Wankeun Oh,['Wankeun Oh']
"Belghitar, Yacine",Yacine Belghitar,"['Belghitar, Yacine', 'Yacine Belghitar']"
"Scholnick, Barry",Barry Scholnick,"['Scholnick, Barry', 'Barry Scholnick']"
"Lau, Sau-Him Paul",Sau-Him Paul Lau,"['Lau, Sau-Him Paul', 'Paul Lau, Sau-Him']"
"Lunde, Asger",Asger Lunde,"['Lunde, Asger', 'Asger Lunde']"
Marina Halac,Marina Halac,['Marina Halac']
Andre Gabor,Andre Gabor,"['Andre Gabor', 'André Gabor']"
"Alziary, Benedicte",Benedicte Alziary,"['Alziary, Benedicte']"
"Rubinchik, Anna",Anna Rubinchik,"['Rubinchik, Anna']"
"Kihanda, Joseph",Joseph Kihanda,"['Kihanda, Joseph']"
"Baskaran, Thushyanthan",Thushyanthan Baskaran,"['Baskaran, Thushyanthan']"
Meenakshi Sinha,Meenakshi Sinha,['Meenakshi Sinha']
Jürgen Maurer,Jürgen Maurer,['Jürgen Maurer']
"Seifried, Frank Thomas",Frank Thomas Seifried,"['Seifried, Frank Thomas']"
"Krause, Alan",Alan Krause,"['Krause, Alan', 'Alan Kraus', 'Kraus, Alan']"
Sheila Dolmas,Sheila Dolmas,['Sheila Dolmas']
"Chakravarty, Satya Ranjan",Satya Ranjan Chakravarty,"['Chakravarty, Satya Ranjan']"
Duncan I. Simester,Duncan I. Simester,['Duncan I. Simester']
William Christie MacLeod,William Christie MacLeod,['William Christie MacLeod']
"Daniels, Mark R",Mark R Daniels,"['Daniels, Mark R']"
John Campbell Burton,John Campbell Burton,['John Campbell Burton']
"Trigeorgis, Lenos",Lenos Trigeorgis,"['Trigeorgis, Lenos']"
"Hagedoorn, John",John Hagedoorn,"['Hagedoorn, John']"
"Zabarankin, Michael",Michael Zabarankin,"['Zabarankin, Michael']"
"Myers, Gordon M.",Gordon M. Myers,"['Myers, Gordon M.', 'Myers, Gordon M', 'Gordon M. Myers']"
Francesco Caselli,Francesco Caselli,"['Francesco Caselli', 'Caselli, Francesco']"
Chadwick C. Curtis,Chadwick C. Curtis,"['Chadwick C. Curtis', 'Curtis, Chadwick C.']"
"Resch, Florian",Florian Resch,"['Resch, Florian']"
Hideo Suzuki,Hideo Suzuki,['Hideo Suzuki']
"Alessandrini, Pietro",Pietro Alessandrini,"['Alessandrini, Pietro']"
"Kounias, Stratis",Stratis Kounias,"['Kounias, Stratis']"
"Alavi, Arash",Arash Alavi,"['Alavi, Arash']"
"Kim, Tong Suk",Tong Suk Kim,"['Kim, Tong Suk']"
"Eichenberger, Reiner",Reiner Eichenberger,"['Eichenberger, Reiner', 'Reiner Eichenberger']"
G. Lloyd Wilson,G. Lloyd Wilson,['G. Lloyd Wilson']
"Cai, Fang",Fang Cai,"['Cai, Fang']"
"Hausman, Jerry A",Jerry A Hausman,"['Hausman, Jerry A', 'Jerry A. Hausman', 'Hausman, Jerry A.']"
"Cherry, Russell C",Russell C Cherry,"['Cherry, Russell C']"
"Wolfson, Mark A.",Mark A. Wolfson,"['Wolfson, Mark A.', 'Wolfson, Mark A']"
Frantisek Slanina,Frantisek Slanina,['Frantisek Slanina']
"Nayyar, Deepak",Deepak Nayyar,"['Nayyar, Deepak']"
Winston Clingan Beard,Winston Clingan Beard,['Winston Clingan Beard']
Florian Scheuer,Florian Scheuer,"['Florian Scheuer', 'Scheuer, Florian']"
"Frank, Robert H",Robert H Frank,"['Frank, Robert H', 'Frank, Robert H.', 'Robert H. Frank']"
"Qiu, Zhigang",Zhigang Qiu,"['Qiu, Zhigang']"
Walter A. Weisskopf,Walter A. Weisskopf,"['Walter A. Weisskopf', 'Weisskopf, Walter A']"
"Arnott, Richard J",Richard J Arnott,"['Arnott, Richard J', 'Arnott, Richard J.', 'Richard J. Arnott']"
"Sosnow, Neil D.",Neil D. Sosnow,"['Sosnow, Neil D.']"
Weiss Jeffrey H.,Weiss Jeffrey H.,['Weiss Jeffrey H.']
"Prechac, Christophe",Christophe Prechac,"['Prechac, Christophe']"
"Bolton, Patrick",Patrick Bolton,"['Bolton, Patrick', 'Patrick Bolton']"
"Buckley, Peter J",Peter J Buckley,"['Buckley, Peter J']"
"Goyal, Sanjeev",Sanjeev Goyal,"['Goyal, Sanjeev', 'Sanjeev Goyal']"
"Dobbs, Ian M.",Ian M. Dobbs,"['Dobbs, Ian M.', 'Ian M. Dobbs']"
D. Grubb,D. Grubb,['D. Grubb']
Thomas Hintermaier,Thomas Hintermaier,"['Thomas Hintermaier', 'Hintermaier, Thomas']"
Miguel Faria-e-Castro,Miguel Faria-e-Castro,['Miguel Faria-e-Castro']
Martin Strobel,Martin Strobel,['Martin Strobel']
Albert R. Koch,Albert R. Koch,['Albert R. Koch']
"Durham, Garland B.",Garland B. Durham,"['Durham, Garland B.']"
"Chang, Hui-shyong",Hui-shyong Chang,"['Chang, Hui-shyong']"
J. J. Spengler,J. J. Spengler,['J. J. Spengler']
"Brown, Kristine M.",Kristine M. Brown,"['Brown, Kristine M.']"
"Cherif, M.",M. Cherif,"['Cherif, M.']"
"Sahlman, William A.",William A. Sahlman,"['Sahlman, William A.']"
Andrew Carverhill,Andrew Carverhill,"['Andrew Carverhill', 'Carverhill, Andrew']"
William H. Jeffrey,William H. Jeffrey,['William H. Jeffrey']
"Nosbusch, Yves",Yves Nosbusch,"['Nosbusch, Yves', 'Yves Nosbusch']"
"Fiess, Norbert",Norbert Fiess,"['Fiess, Norbert']"
Eric Rasmusen,Eric Rasmusen,['Eric Rasmusen']
"Großer, Jens",Jens Großer,"['Großer, Jens']"
G. C. Henderson,G. C. Henderson,['G. C. Henderson']
"Whynes, David K",David K Whynes,"['Whynes, David K']"
Evan Calford,Evan Calford,['Evan Calford']
"Chalmers, Neil",Neil Chalmers,"['Chalmers, Neil']"
Bruno Cassiman,Bruno Cassiman,"['Bruno Cassiman', 'Cassiman, Bruno']"
"Moen, Espen R.",Espen R. Moen,"['Moen, Espen R.', 'Espen R Moen', 'Espen R. Moen', 'Moen, Espen R']"
Peter Kooreman,Peter Kooreman,"['Peter Kooreman', 'Kooreman, Peter']"
Erkko Etula,Erkko Etula,"['Erkko Etula', 'Etula, Erkko']"
Nicole Jonker,Nicole Jonker,"['Nicole Jonker', 'Jonker, Nicole']"
"Moran, Mark J",Mark J Moran,"['Moran, Mark J']"
David Moloney,David Moloney,['David Moloney']
"Davis, Steve J.",Steve J. Davis,"['Davis, Steve J.', 'Steve J. Davis', 'Davis, Steven J.', 'Steven J. Davis']"
Seymour Sacks,Seymour Sacks,['Seymour Sacks']
"Verrecchia, Robert E.",Robert E. Verrecchia,"['Verrecchia, Robert E.', 'Verrecchia, Robert E']"
Oscar N. Refsell,Oscar N. Refsell,['Oscar N. Refsell']
"Zakharenko, Roman",Roman Zakharenko,"['Zakharenko, Roman']"
Anne E. Polivka,Anne E. Polivka,['Anne E. Polivka']
"Krishnaji, N",N Krishnaji,"['Krishnaji, N']"
"Ivashina, Victoria",Victoria Ivashina,"['Ivashina, Victoria', 'Victoria Ivashina']"
"Park, Sang Soo",Sang Soo Park,"['Park, Sang Soo']"
Werner Antweiler,Werner Antweiler,"['Werner Antweiler', 'Antweiler, Werner']"
"Evanoff, Douglas D.",Douglas D. Evanoff,"['Evanoff, Douglas D.', 'Douglas D. Evanoff']"
"Sharma, Bankey L.",Bankey L. Sharma,"['Sharma, Bankey L.']"
"Guccione, Antonio",Antonio Guccione,"['Guccione, Antonio', 'Antonio Guccione']"
Neviana Petkova,Neviana Petkova,"['Neviana Petkova', 'Petkova, Neviana']"
"Shi, Xiaofeng",Xiaofeng Shi,"['Shi, Xiaofeng']"
"Wagner, Christian",Christian Wagner,"['Wagner, Christian', 'Christian Wagner']"
Ali M. Reza,Ali M. Reza,"['Ali M. Reza', 'Reza, Ali M']"
"Zhao, Liuyan",Liuyan Zhao,"['Zhao, Liuyan']"
"Filiz, Emel",Emel Filiz,"['Filiz, Emel']"
"Chopin, Nicolas",Nicolas Chopin,"['Chopin, Nicolas']"
"Berrebi, E",E Berrebi,"['Berrebi, E']"
Julien Labonne,Julien Labonne,"['Julien Labonne', 'Labonne, Julien']"
"Andersson, Magnus",Magnus Andersson,"['Andersson, Magnus']"
Pengjie Gao,Pengjie Gao,"['Pengjie Gao', 'Gao, Pengjie']"
"Kenkel, Don",Don Kenkel,"['Kenkel, Don']"
"Truchon, Michel",Michel Truchon,"['Truchon, Michel']"
"Havrilesky, Thomas",Thomas Havrilesky,"['Havrilesky, Thomas', 'Thomas Havrilesky']"
Rosemarie Nagel,Rosemarie Nagel,"['Rosemarie Nagel', 'Nagel, Rosemarie']"
"Roth, Alvin E",Alvin E Roth,"['Roth, Alvin E', 'Alvin E. Roth', 'Roth, Alvin E.']"
Harold W. Stevenson,Harold W. Stevenson,['Harold W. Stevenson']
Sorin M. Sorescu,Sorin M. Sorescu,"['Sorin M. Sorescu', 'Sorescu, Sorin M']"
"Vanhoose, David D.",David D. Vanhoose,"['Vanhoose, David D.']"
"Higinbotham, Harlow N",Harlow N Higinbotham,"['Higinbotham, Harlow N']"
Norman Sun,Norman Sun,['Norman Sun']
Robert M. Stern,Robert M. Stern,"['Robert M. Stern', 'Stern, Robert M.', 'Stern, Robert M']"
"MacDonald, James M",James M MacDonald,"['MacDonald, James M']"
"McKie, James W",James W McKie,"['McKie, James W', 'James W. McKie']"
"Glätzle-Rützler, Daniela",Daniela Glätzle-Rützler,"['Glätzle-Rützler, Daniela', 'Daniela Glätzle-Rützler']"
"Klotz, Benjamin P",Benjamin P Klotz,"['Klotz, Benjamin P']"
"Duchin, Ran",Ran Duchin,"['Duchin, Ran', 'Ran Duchin']"
Pablo Ibarrarán,Pablo Ibarrarán,['Pablo Ibarrarán']
Andres Babino,Andres Babino,['Andres Babino']
Diego Saravia,Diego Saravia,"['Diego Saravia', 'Saravia, Diego']"
F. W. Mueller Jr,F. W. Mueller Jr,['F. W. Mueller Jr']
"Vedovato, Claudio",Claudio Vedovato,"['Vedovato, Claudio']"
"Cavalcanti, Tiago",Tiago Cavalcanti,"['Cavalcanti, Tiago', 'Tiago Cavalcanti']"
